ProductKey,Product_Item_Code,ProductSubcategoryKey,Product_Name,Product_Color,Product_Size,Product_Line,Product_Model_Name,Product_Category,Sub_Category,Product_Status
509,FR-T67Y-58,16,"LL Touring Frame - Yellow, 58",Yellow,58,T ,LL Touring Frame,Components,Touring Frames,Current
510,FR-T67U-44,16,"LL Touring Frame - Blue, 44",Blue,44,T ,LL Touring Frame,Components,Touring Frames,Current
511,FR-M63S-40,12,"ML Mountain Frame-W - Silver, 40",Silver,40,M ,ML Mountain Frame-W,Components,Mountain Frames,Current
512,FR-M63S-42,12,"ML Mountain Frame-W - Silver, 42",Silver,42,M ,ML Mountain Frame-W,Components,Mountain Frames,Current
513,FR-M63S-46,12,"ML Mountain Frame-W - Silver, 46",Silver,46,M ,ML Mountain Frame-W,Components,Mountain Frames,Current
514,RB-9231,6,Rear Brakes,Silver,NULL,NULL,Rear Brakes,Components,Brakes,Current
515,SE-M236,15,LL Mountain Seat/Saddle,NA,NULL,M ,LL Mountain Seat/Saddle 2,Components,Saddles,Current
516,SE-M798,15,ML Mountain Seat/Saddle,NA,NULL,M ,ML Mountain Seat/Saddle 2,Components,Saddles,Current
517,SE-M940,15,HL Mountain Seat/Saddle,NA,NULL,M ,HL Mountain Seat/Saddle 2,Components,Saddles,Current
518,SE-R581,15,LL Road Seat/Saddle,NA,NULL,R ,LL Road Seat/Saddle 1,Components,Saddles,Current
519,SE-R908,15,ML Road Seat/Saddle,NA,NULL,T ,ML Road Seat/Saddle 2,Components,Saddles,Current
520,SE-R995,15,HL Road Seat/Saddle,NA,NULL,R ,HL Road Seat/Saddle 2,Components,Saddles,Current
521,SE-T312,15,LL Touring Seat/Saddle,NA,NULL,T ,LL Touring Seat/Saddle,Components,Saddles,Current
522,SE-T762,15,ML Touring Seat/Saddle,NA,NULL,T ,ML Touring Seat/Saddle,Components,Saddles,Current
523,SE-T924,15,HL Touring Seat/Saddle,NA,NULL,T ,HL Touring Seat/Saddle,Components,Saddles,Current
524,FR-M21S-42,12,"LL Mountain Frame - Silver, 42",Silver,42,M ,LL Mountain Frame,Components,Mountain Frames,Current
525,FR-M21S-44,12,"LL Mountain Frame - Silver, 44",Silver,44,M ,LL Mountain Frame,Components,Mountain Frames,Current
526,FR-M21S-48,12,"LL Mountain Frame - Silver, 48",Silver,48,M ,LL Mountain Frame,Components,Mountain Frames,Current
527,FR-M21S-52,12,"LL Mountain Frame - Silver, 52",Silver,52,M ,LL Mountain Frame,Components,Mountain Frames,Current
528,TT-M928,37,Mountain Tire Tube,NA,NULL,M ,Mountain Tire Tube,Accessories,Tires and Tubes,Current
529,TT-R982,37,Road Tire Tube,NA,NULL,R ,Road Tire Tube,Accessories,Tires and Tubes,Current
530,TT-T092,37,Touring Tire Tube,NA,NULL,T ,Touring Tire Tube,Accessories,Tires and Tubes,Current
531,FR-M21B-42,12,"LL Mountain Frame - Black, 42",Black,42,M ,LL Mountain Frame,Components,Mountain Frames,Current
532,FR-M21B-44,12,"LL Mountain Frame - Black, 44",Black,44,M ,LL Mountain Frame,Components,Mountain Frames,Current
533,FR-M21B-48,12,"LL Mountain Frame - Black, 48",Black,48,M ,LL Mountain Frame,Components,Mountain Frames,Current
534,FR-M21B-52,12,"LL Mountain Frame - Black, 52",Black,52,M ,LL Mountain Frame,Components,Mountain Frames,Current
535,TI-M267,37,LL Mountain Tire,NA,NULL,M ,LL Mountain Tire,Accessories,Tires and Tubes,Current
536,TI-M602,37,ML Mountain Tire,NA,NULL,M ,ML Mountain Tire,Accessories,Tires and Tubes,Current
537,TI-M823,37,HL Mountain Tire,NA,NULL,M ,HL Mountain Tire,Accessories,Tires and Tubes,Current
538,TI-R092,37,LL Road Tire,NA,NULL,R ,LL Road Tire,Accessories,Tires and Tubes,Current
539,TI-R628,37,ML Road Tire,NA,NULL,R ,ML Road Tire,Accessories,Tires and Tubes,Current
540,TI-R982,37,HL Road Tire,NA,NULL,R ,HL Road Tire,Accessories,Tires and Tubes,Current
541,TI-T723,37,Touring Tire,NA,NULL,T ,Touring Tire,Accessories,Tires and Tubes,Current
542,PD-M282,13,LL Mountain Pedal,Silver/Black,NULL,M ,LL Mountain Pedal,Components,Pedals,Current
543,PD-M340,13,ML Mountain Pedal,Silver/Black,NULL,M ,ML Mountain Pedal,Components,Pedals,Current
544,PD-M562,13,HL Mountain Pedal,Silver/Black,NULL,M ,HL Mountain Pedal,Components,Pedals,Current
545,PD-R347,13,LL Road Pedal,Silver/Black,NULL,R ,LL Road Pedal,Components,Pedals,Current
546,PD-R563,13,ML Road Pedal,Silver/Black,NULL,R ,ML Road Pedal,Components,Pedals,Current
547,PD-R853,13,HL Road Pedal,Silver/Black,NULL,R ,HL Road Pedal,Components,Pedals,Current
548,PD-T852,13,Touring Pedal,Silver/Black,NULL,T ,Touring Pedal,Components,Pedals,Current
549,FR-M63S-38,12,"ML Mountain Frame-W - Silver, 38",Silver,38,M ,ML Mountain Frame-W,Components,Mountain Frames,Current
550,FR-M21B-40,12,"LL Mountain Frame - Black, 40",Black,40,M ,LL Mountain Frame,Components,Mountain Frames,Current
551,FR-M21S-40,12,"LL Mountain Frame - Silver, 40",Silver,40,M ,LL Mountain Frame,Components,Mountain Frames,Current
552,FD-2342,9,Front Derailleur,Silver,NULL,NULL,Front Derailleur,Components,Derailleurs,Current
553,HB-T721,4,LL Touring Handlebars,NA,NULL,T ,LL Touring Handlebars,Components,Handlebars,Current
554,HB-T928,4,HL Touring Handlebars,NA,NULL,T ,HL Touring Handlebars,Components,Handlebars,Current
555,FB-9873,6,Front Brakes,Silver,NULL,NULL,Front Brakes,Components,Brakes,Current
556,CS-4759,8,LL Crankset,Black,NULL,NULL,LL Crankset,Components,Cranksets,Current
557,CS-6583,8,ML Crankset,Black,NULL,NULL,ML Crankset,Components,Cranksets,Current
558,CS-9183,8,HL Crankset,Black,NULL,NULL,HL Crankset,Components,Cranksets,Current
559,CH-0234,7,Chain,Silver,NULL,NULL,Chain,Components,Chains,Current
560,BK-T44U-60,3,"Touring-2000 Blue, 60",Blue,60,T ,Touring-2000,Bikes,Touring Bikes,Current
561,BK-T79Y-46,3,"Touring-1000 Yellow, 46",Yellow,46,T ,Touring-1000,Bikes,Touring Bikes,Current
562,BK-T79Y-50,3,"Touring-1000 Yellow, 50",Yellow,50,T ,Touring-1000,Bikes,Touring Bikes,Current
563,BK-T79Y-54,3,"Touring-1000 Yellow, 54",Yellow,54,T ,Touring-1000,Bikes,Touring Bikes,Current
564,BK-T79Y-60,3,"Touring-1000 Yellow, 60",Yellow,60,T ,Touring-1000,Bikes,Touring Bikes,Current
565,BK-T18U-54,3,"Touring-3000 Blue, 54",Blue,54,T ,Touring-3000,Bikes,Touring Bikes,Current
566,BK-T18U-58,3,"Touring-3000 Blue, 58",Blue,58,T ,Touring-3000,Bikes,Touring Bikes,Current
567,BK-T18U-62,3,"Touring-3000 Blue, 62",Blue,62,T ,Touring-3000,Bikes,Touring Bikes,Current
568,BK-T18Y-44,3,"Touring-3000 Yellow, 44",Yellow,44,T ,Touring-3000,Bikes,Touring Bikes,Current
569,BK-T18Y-50,3,"Touring-3000 Yellow, 50",Yellow,50,T ,Touring-3000,Bikes,Touring Bikes,Current
570,BK-T18Y-54,3,"Touring-3000 Yellow, 54",Yellow,54,T ,Touring-3000,Bikes,Touring Bikes,Current
571,BK-T18Y-58,3,"Touring-3000 Yellow, 58",Yellow,58,T ,Touring-3000,Bikes,Touring Bikes,Current
572,BK-T18Y-62,3,"Touring-3000 Yellow, 62",Yellow,62,T ,Touring-3000,Bikes,Touring Bikes,Current
573,BK-T79U-46,3,"Touring-1000 Blue, 46",Blue,46,T ,Touring-1000,Bikes,Touring Bikes,Current
574,BK-T79U-50,3,"Touring-1000 Blue, 50",Blue,50,T ,Touring-1000,Bikes,Touring Bikes,Current
575,BK-T79U-54,3,"Touring-1000 Blue, 54",Blue,54,T ,Touring-1000,Bikes,Touring Bikes,Current
576,BK-T79U-60,3,"Touring-1000 Blue, 60",Blue,60,T ,Touring-1000,Bikes,Touring Bikes,Current
577,BK-T44U-46,3,"Touring-2000 Blue, 46",Blue,46,T ,Touring-2000,Bikes,Touring Bikes,Current
578,BK-T44U-50,3,"Touring-2000 Blue, 50",Blue,50,T ,Touring-2000,Bikes,Touring Bikes,Current
579,BK-T44U-54,3,"Touring-2000 Blue, 54",Blue,54,T ,Touring-2000,Bikes,Touring Bikes,Current
580,BK-R79Y-40,2,"Road-350-W Yellow, 40",Yellow,40,R ,Road-350-W,Bikes,Road Bikes,Current
581,BK-R79Y-42,2,"Road-350-W Yellow, 42",Yellow,42,R ,Road-350-W,Bikes,Road Bikes,Current
582,BK-R79Y-44,2,"Road-350-W Yellow, 44",Yellow,44,R ,Road-350-W,Bikes,Road Bikes,Current
583,BK-R79Y-48,2,"Road-350-W Yellow, 48",Yellow,48,R ,Road-350-W,Bikes,Road Bikes,Current
584,BK-R19B-58,2,"Road-750 Black, 58",Black,58,R ,Road-750,Bikes,Road Bikes,Current
585,BK-T18U-44,3,"Touring-3000 Blue, 44",Blue,44,T ,Touring-3000,Bikes,Touring Bikes,Current
586,BK-T18U-50,3,"Touring-3000 Blue, 50",Blue,50,T ,Touring-3000,Bikes,Touring Bikes,Current
587,BK-M38S-38,1,"Mountain-400-W Silver, 38",Silver,38,M ,Mountain-400-W,Bikes,Mountain Bikes,Current
588,BK-M38S-40,1,"Mountain-400-W Silver, 40",Silver,40,M ,Mountain-400-W,Bikes,Mountain Bikes,Current
589,BK-M38S-42,1,"Mountain-400-W Silver, 42",Silver,42,M ,Mountain-400-W,Bikes,Mountain Bikes,Current
590,BK-M38S-46,1,"Mountain-400-W Silver, 46",Silver,46,M ,Mountain-400-W,Bikes,Mountain Bikes,Current
591,BK-M18S-40,1,"Mountain-500 Silver, 40",Silver,40,M ,Mountain-500,Bikes,Mountain Bikes,Current
592,BK-M18S-42,1,"Mountain-500 Silver, 42",Silver,42,M ,Mountain-500,Bikes,Mountain Bikes,Current
593,BK-M18S-44,1,"Mountain-500 Silver, 44",Silver,44,M ,Mountain-500,Bikes,Mountain Bikes,Current
594,BK-M18S-48,1,"Mountain-500 Silver, 48",Silver,48,M ,Mountain-500,Bikes,Mountain Bikes,Current
595,BK-M18S-52,1,"Mountain-500 Silver, 52",Silver,52,M ,Mountain-500,Bikes,Mountain Bikes,Current
596,BK-M18B-40,1,"Mountain-500 Black, 40",Black,40,M ,Mountain-500,Bikes,Mountain Bikes,Current
597,BK-M18B-42,1,"Mountain-500 Black, 42",Black,42,M ,Mountain-500,Bikes,Mountain Bikes,Current
598,BK-M18B-44,1,"Mountain-500 Black, 44",Black,44,M ,Mountain-500,Bikes,Mountain Bikes,Current
599,BK-M18B-48,1,"Mountain-500 Black, 48",Black,48,M ,Mountain-500,Bikes,Mountain Bikes,Current
600,BK-M18B-52,1,"Mountain-500 Black, 52",Black,52,M ,Mountain-500,Bikes,Mountain Bikes,Current
601,BB-7421,5,LL Bottom Bracket,NA,NULL,NULL,LL Bottom Bracket,Components,Bottom Brackets,Current
602,BB-8107,5,ML Bottom Bracket,NA,NULL,NULL,ML Bottom Bracket,Components,Bottom Brackets,Current
603,BB-9108,5,HL Bottom Bracket,NA,NULL,NULL,HL Bottom Bracket,Components,Bottom Brackets,Current
604,BK-R19B-44,2,"Road-750 Black, 44",Black,44,R ,Road-750,Bikes,Road Bikes,Current
605,BK-R19B-48,2,"Road-750 Black, 48",Black,48,R ,Road-750,Bikes,Road Bikes,Current
606,BK-R19B-52,2,"Road-750 Black, 52",Black,52,R ,Road-750,Bikes,Road Bikes,Current
